undergrad_uni,undergrad_uni_tier
MVJ College Of Engineering,3
Alpine Institute of Technology,3
"institute of engineering ,paschimanchal campus",3
telangana university,3
"Sir Vishveshvarya Institute of Technology, Sinnar",3
Maharshi Dayanand Saraswati University,3
IES COLLEGE OF ARCHITECTURE,3
guru nanak dev university,2
"Vasireddy Venkatatadri Institute of Technology, Guntur ",3
Vivekananda Group Of Institutions,3
"Easwari Engineering College, SRM Ramapuram Campus",3
NIT Raipur,2
kl university,2
Sreekavitha Engineering College,3
K.K.wagh Institute of Engineering Education and Research,3
CMRIT,2
trinity college of engineering and research punee,3
sri venkateswara university college of engineering,2
SUAS,3
Shri Arihant College Of Professional Education,3
"Pune Vidyarthi Griha's College Of Engineering And Technology, Pune",3
Sphoorthy Engineering College ,3
"Modern Education Society's College Of Engineering , Pune",3
Johns Hopkins University,1
East Point College of Engineering and Technology,3
Pennsylvania State University,2
Universidad de Costa Rica,2
"College Of Technology, Pantnagar",2
Priyadar,3
Padmashree Dr. D.y Patil School Of Biotechnology And Bioinformatics,3
Amirta school of Engineering,2
Shri G.S. Institute of Technology and Science,2
Indian Institute of Technology - IIT,1
andhra university,2
University of Mississippi,2
"B.N.Bandodkar college of science,thane",3
"Ahsanullah University of Science and Technology, Tejgaon",2
VIT Vellore,2
SRM University AP,2
Shri Guru Gobind Singhji,2
"Indira Gandhi Institute of Technology, Sarang",2
Jain University,2
"Navrachana university, Vadodara",3
Iowa State University,2
A P Shah College Of Engineering ,3
Kadi Sarva Vidhyalaya,3
PVG's College of Engineering & Technology,3
Bal Krishna Institute of Technology,3
IIIT Delhi,2
"Indian Institute of Information Technology, Vadodara",2
Indian institute of management and commerce ,3
SRCOEM,2
Info Institute of engineering,3
College of Technology and engineering,3
indira gandhi college,3
"University of Rajshahi, Bangladesh",3
Deccan College,3
Chandaben Mohanbhai Patel Homoeopathic Medical College,3
Amity University ,2
City Womens College Of Engineering And Technology,3
B V Bhoomaraddi College of Engineering and Technology ,3
University of Missouri St.Louis,2
Anuman-e-islam M.H.Saboo siddik college of engineering,3
Institute of hotel management catering technology and applied nutrition,3
Hampshire college,2
nair Hospital Dental College ,3
Dwarkadas Jivanlal Sanghvi College of Engineering ,2
vidyavardhini college of engineering and technology,3
north maharashtra university,3
mallareddy pharmacy college,3
Sir Parshurambhau College pune,3
Dr. Bhanuben Nanavati College of Architecture,3
Rutgers University,2
mic college of technology,3
Jaipur Engineering College & Research Centre,3
K J SOMAIYA COLLEGE OF ENGINEERING,2
Bharat Institute Of Engineering And Technology,3
Potti Sri Ramulu,3
Goverment Engineering College Thrissur,2
Sou. Sushila Danchand Ghodawat Charitable Trust's Sanjay Ghodawat Group of Institutions,3
Amity School Of Engineering And Technology ,2
J.S.P.M,3
University of London ,1
"University of Mumbai, Mumbai",2
Rishi MS Institute Of Engineering And Technology For Women,3
Government Engineering College ,2
Sai Vidya Institute Of Technology,3
Lady amritbai daga college,3
"SANJAY BHOKARE GROUP OF INSTITUTES,SANGLI",3
Sir M Visvesvaraya Institute of Technology ,2
RVR Institute Of Engineering And Technology,2
A.D.Patel Institute of Technology ,3
uttar pradesh technical university,2
CV Raman College Of Engineering,2
tier3,3
Jaipur Institute of Technology - Group of Institutions,3
JNEC Aurangabad,3
"SEAS, Ahmedabad University",2
Anna University of Technology,2
FATHER AGNEL COLLEGE OF ENGINEERING,3
Amity School of Engineering ,2
"K.C COLLEGE OF ENGINEERING , THANE",3
orissa Engineering college,3
Bangladesh University of Engineering and Technology,2
VNR VJIET,2
"Bharti Vidyapeeth college , Pune",3
MAR ATHANASIUS COLLEGE OF ENGINEERING,3
"University College Of Engineering,Osmania University,Hyderabad",2
jawaharlal Nehru technological University,2
Samrat Ashok Technological Institute,3
P.E.S Modern college of engineering,3
Mithibai College,2
"Panimalar Institute of Technology, Chennai",3
d y patil school of engineering,3
"matrusri engineering college, Hyderabad ",3
"Oduduwa University, Ile-Ife",3
"Singhad Institute Of Technology,Lonavala",3
medicaps ,3
National institute of Engineering,2
University of British Columbia,1
Nit kurukshetra ,2
Padmabhushan Vasantdada Patil Pratishthan's College Of Engineering,3
Manipal School of Architecture and Planning,2
YTIET,3
SDMIT,3
"Shree LR Tiwari College Of Engineering, Mira Road",3
Ramaiah college of arts science and commerce,3
shri vaishnav institute of science and technology,3
Great Lakes Institute of Management,2
"Shri guru govind singh college of engineering, nanded",2
Rajiv Gandhi University of knowledge Technologies-Srikakulam,2
"St.Peters Engineering College, Hyderabad",3
St. Vincent Pallotti College Of Engineering And Technology,3
RMK College of En,3
"college of technology pantnagar, Nainital",2
cms degree college,3
"Government College of Engineering and Ceramic Technology, Kolkata",2
kluniversity,2
"Sardar Patel Institute Of Technology , Andheri, Mumbai",2
vignan foundation for science technology and research,2
delhi college of engineering,2
Sri krishna college of Engineering and technology,3
padmbhushan Vasantraodada Patil institute of technology sangli,3
Atharva College of Engineering ,3
saraswathi vidya bhavans college of pharmacy,3
Mayo International School,3
MOOKAMBIGAI COLLEGE OF ENGINEERING,3
UET Lahore,2
Malla reddy pharmacy college ,3
Islamic University of Technology (IUT),2
Ideal Institute of Technology,3
"IIIT,Bhubaneswar",2
"Aryabhatta College, DU",2
ms Ramaiah Institute of Technology,2
Indian Institute of Technology Indore,1
"CMR Engineering College, Hyderabad",3
Sadar Patel Institute of Technology ,2
DY patil school of biotechnology and bioinformatics,3
kits,3
"walchand institute of technology, solapur",2
Tegala krishna reddy college of engineering,3
D.Y. Patil School Of Engineering Academy,3
K. RAMAKRISHNAN COLLEGE OF TECHNOLOGY,3
NCCU,2
Prakasam Engineering College,3
RKGIT GHAZIABAD,3
IIT Madras (IITM),1
Calcutta Institute of Engineering and Management,3
Shaheed sukhdev college of business studies,2
Vandana Convent Scholl,3
"BVCOE, New Delhi",2
Harvard University,1
KJ Somaiya College Of Engineering,2
"college of engineering, pune",2
Bangladesh University of Professionals,2
G.L.A. University,3
"Dayananda Sagar College Of Engineering, Bengaluru",2
Mahindra École Centrale,2
Institution of Electronics and Telecommunication Engineers,3
NIT Srinagar,2
Priyadarshini college of ,3
jntuh college of engineering manthani,2
"Gujarat Technological University, Ahmedabad",2
INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY,2
St. Joseph's College Of Engineering,3
institue of aeronatical engineering,3
"Bhilai Institute Of Technology,Durg",2
VNRVJIET,2
 K L University,2
Indira college of commerce and science,3
Bangalore Institute Of Technology,2
ICFAI ,2
Vignan s Engineering College,3
A.D.patel institute of technology,2
Usha rama college of engineering and technology ,3
"CMR College of engineering and technology, Hyderabad",3
"oklahoma state university, Stillwater ",2
Jiaying university,3
Tribhuvan University,2
Mongolian university of Science and Technology,2
London management academy,3
"Saveetha Engineering College , Thandalam",3
Dr. Bhimrao Ambedkar University,3
"Kolhapur Institute of Technology, Kolhapur",3
"GV Acharya Institute Of Engineering And Technology, Shelu",3
BHILAI INSTITUTE OF TECHNOLOGY,2
New York Film Academy Los Angeles,3
Fast nuces karachi,2
swami devi dyal inistute of engineering and technology,3
Bhaskar Engineering College,3
Jain University school of graduate studies,3
Sri Manakula Vinayagar Medical College and Hospital,3
"Vignan's Foundation for Science, Technology & Research",2
Government College Of Engineering Amravati ,2
"kakatiya institute of technology and sciences, warangal",2
"Bharati Vidyapeeth's Group of Institutes, Mulshi",3
Shadan College Of Engineering And Technology,3
ANNASAHEB CHUDDAMAN PATIL COLLEGE OF ENGG.,3
Nitte Meenakshi Institute Of Technology,2
k C College of engineering,3
GRIET,2
Berea College,2
alliance collegeof engineering,3
Ateneo de Manila University,2
VYWS Dental College & Hospital,3
"Indian Institute of Information Technology, Chittoor, Sri City",2
Model Institute Of Engineering And Technology,3
Satavahana University,3
"Canara engineering college, benjanapadavu",3
"National Institute Of Technology, Puducherry",2
Shri ramdeovbaba college of enginnering,2
Rizvi College of Arts Science and Commerce,3
DIMAT,3
Maeer's MITSOM College,2
Methodist College of Engg,3
Bhilai Institute Of Technology,2
k.j. somaiya college of engineering,2
Shivaji University,2
Brown University,1
Jawaharlal Nehru Technological University Kakinada -The University College of Engineering Vizianagaram,2
mlritm,3
Chinese culture university,3
Anil nerrukonda institute of technology and sciences,3
Bengaluru city university,3
Malla Reddy College Of Engineering And Technology,3
biet,3
PSG Institute of Technology and Applied Research,2
Regency institute of technology,3
JNTU,2
Toc H institute of Science,3
Sri Sathya Sai Institute of Higher Learning,2
SRMIST,2
hindu college of engineering,3
"Pune Institute Of Computer Technology, Dhanakavdi",2
St. Xavier's College,2
IIT Bombay,1
Iilm college of engineering and technology,3
Guru Jambheshwar University of Science ,2
Malla Reddy College Of Engineering,3
Madras Veterinary College,2
nsit,2
School of Engineering and Applied science,3
Jamia Millia Islamia,2
siva sivani ,3
School of Engineering and Applied Science,3
P K technical campus pune ,3
University of Burdwan,3
"Neil Gogte Institute of Technology , Hyderabad",3
ABES engineering college,3
Noble engineering college,3
Jit,3
Geethanjali,3
"vignan foundation for science technology and research, Guntur",2
Dayananda Sagar University,2
faculty of technology and engineering msu,2
:),3
Amity university mumbai,3
institute of dental sciences Jammu,3
Lingayas University,3
"Padmashree Dr. D. Y. Patil University, Department of Biotechnology and Bioinformatics",2
Stevens Institute of Technology,1
Raj Kumar Goel Institute of Technology,3
M.S Ramaiah Institute Of Technology,2
"Alagappa College of Technology , Anna University Campus, Guindy",2
Lancaster University,1
DAVV IET,2
MJP Rohilkhand University,3
max institute of pharmaceutical sciences ,3
PESIT ,2
"National Institute of Engineering, Mysuru",2
"N.K.Orchid college of engg,solapur",3
Nmims,2
SBIT,3
Karpagam college of Engineering,3
Veermata Jijabai Technological Institute,2
Global Academy Of Technology,3
Iqra University,3
Babasaheb Gawde Institute of Technology,3
Maratha Mandals Engineering College,3
Institute of Infrastructure Technology Research and Management,3
Vidya Jyoti institute of technology ,3
Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,2
G. H. Raisoni College of Engineering,3
Vishwatmak Om Gurudev College of Engineering,3
P.E.S. College of engineering,3
Rajeev Inst. Of Technology???????????????????????,3
Sri Venkateswara College of Engineering,2
"CET, ",2
Rajarshi Shahu College Of Engineering,3
Nitte Meenakshi Institute Of Technology Bangalore,2
IIITDM,2
Amrita sai institute of science and technology,3
Islamic Azad University,2
MIst,3
Dr. BAMU,3
kuppam engineering college,3
Sjit,3
New Shores International College,3
J.N. College of Technology,3
SJB INSTITUTE OF TECHNOLOGY,3
Hooghly Engineering & Technology College,3
vjti,2
B.N.M Institute of Technology,2
sir.m.visvesvaraya institute of technology ,2
iare,3
Ikgptu,3
HMR INSTITUTE OF TECHNOLOGY AND MANAGEMENT,3
GUANGXI MEDICAL UNIVERSITY ,2
Symbiosis Institute Of Technology  PUNE,2
KITS,3
Hindustan college of Science and Technology,3
Alagappa Chettiar college of engineering and technology,2
"National Institute of Technology , Warangal",2
NBN Sinhgad Technical Institutes Campus,3
"Cluster Innovation Centre, University of Delhi",2
Jyothishmathi Institute Of Technological Sciences,3
"Aurora's engineering college, Bhonagir",3
lakehead university,2
Universidad Nacional de Ingenieria,2
"Veermata Jijabai Technological Institute , Matunga",2
"Swami Vivekanand Institute of Technology,",3
jspm college,3
geetanjali  college of engineering and technology,3
jntuhces,3
National Chengchi University,2
gujarat tech,3
College Of Engineering Pune,2
National Institute of Technology Andhra Pradesh ,2
"CMRIT , KANDLAKOYA , ",3
A.D patel university of technology,3
"iips,davv",3
Indur Institute Of Engineering And Technology,3
Dr Ambedkar College,3
division of biological and life sciences,3
Vishwakarma Institute of Information Technology,3
Vidya Bharathi Institute Of Technology,3
KG Reddy College Of Engineering And Technology,3
HJD institute,3
haryana college of technology and management,3
Tier 3 college in Mumbai ,3
NIT Calicut,2
SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY,3
parul institute engineering ,3
Vidya Pratishthans college of engineering,3
Birzeit,2
indian institute of technology hyderabad,1
"PES Institute of Technology, Bangalore",2
Amrita Viswa Vidya Peetham,2
Presidency University ,2
Symbiosis School for Liberal Arts,2
Camellia School Of Engineering And Technology,3
panjab university,2
Varadha Reddy College Of Engineering,3
Sri Venkateshwara College of Architecture,3
MVGR,3
Ganpat University,3
Dav,3
sardar patel university ,3
"BMS college of engineering, Bangalore -560019",2
Himt college,3
"Indian institute Of Technology ,Roorkee",1
NIT Puducherry,2
"PVPIT, Budhgaon, Sangli",3
St. Ann’s College of Engineering and Technology ,3
Charan Singh University,3
University of Utah,2
tirumala engineering college,3
Pulchowk Engineering College,2
"Bharati Vidyapeeth College of Engineering,navi  Mumbai",3
Manmohan Memorial Institute Of Health Science,3
"Institute of Engineering and Management Kolkata, Kolkata",3
azad institute of engineering and management ,3
Vignan institute of pharmaceutical sciences,3
Aditya college of engineering and technology,3
"Fr.Agnel,Vashi",3
Trinity College of Engineering and Research ,3
Career Institute of technology and management ,3
